transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y
2019-02-06,LYV,"Live Nation Entertainment, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1549429200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-08-28,LMT,Lockheed Martin Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1566964800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-20,LMT,Lockheed Martin Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1558324800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-05,LMT,Lockheed Martin Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1549342800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,LZAGY,Lonza Group AG Zuerich Unsponsored ADR,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,LRLCY,L'Oreal Co. American Depositary Shares,sale_full,"$15,001 - $50,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-05,LOW,"Lowe's Companies, Inc.",sale_partial,"$1,001 - $15,000",Donna Shalala,1549342800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-20,LOW,"Lowe's Companies, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1558324800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-19,LUKOY,Lukoil Co Sponsored ADR,purchase,"$1,001 - $15,000",Donna Shalala,1552968000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-20,LUKOY,Lukoil Co Sponsored ADR,purchase,"$1,001 - $15,000",Donna Shalala,1553054400,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-18,LUKOY,Lukoil Co Sponsored ADR,purchase,"$1,001 - $15,000",Donna Shalala,1552881600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,LUKOY,Lukoil Co Sponsored ADR,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-15,LVMUY,LVMH Moet Hennessy Louis Vuitton Unsponsored American Depositary Receipt,sale_full,"$1,001 - $15,000",Donna Shalala,1550206800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-19,LVMUY,LVMH Moet Hennessy Louis Vuitton Unsponsored American Depositary Receipt,sale_full,"$1,001 - $15,000",Donna Shalala,1550552400,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,MANH,"Manhattan Associates, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-19,DOOR,Masonite International Corporation Ordinary Shares,sale_full,"$1,001 - $15,000",Donna Shalala,1552968000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-05,MCD,MCDONALD's Corporation,sale_partial,"$1,001 - $15,000",Donna Shalala,1549342800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-08-28,MCD,MCDONALD's Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1566964800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,MED,MEDIFAST INC,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-30,MED,MEDIFAST INC,purchase,"$1,001 - $15,000",Donna Shalala,1556596800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-10-15,MD,"Mednax, Inc.",sale_full,"$50,001 - $100,000",Donna Shalala,1571112000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,MDT,Medtronic plc. Ordinary Shares,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-15,MTH,Meritage Homes Corporation,sale_partial,"$1,001 - $15,000",Donna Shalala,1557892800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-04,MTH,Meritage Homes Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1559620800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-30,MGPI,"MGP Ingredients, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1556596800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-08-28,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1566964800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-05,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",Donna Shalala,1549342800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-06,MSTR,MicroStrategy Incorporated - Class A,sale_full,"$1,001 - $15,000",Donna Shalala,1549429200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,MPWR,"Monolithic Power Systems, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-19,MONOY,"Monotaro Co. Ltd., Osaka Unsponsored ADR",sale_partial,"$1,001 - $15,000",Donna Shalala,1552968000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-20,MONOY,"Monotaro Co. Ltd., Osaka Unsponsored ADR",sale_full,"$1,001 - $15,000",Donna Shalala,1553054400,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-08,MONOY,"Monotaro Co. Ltd., Osaka Unsponsored ADR",sale_partial,"$1,001 - $15,000",Donna Shalala,1552021200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-30,NPSNY,Naspers Limited N Shs Sponsored American Depositary Receipt Representing Class N Shares,sale_partial,"$1,001 - $15,000",Donna Shalala,1548824400,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,NPSNY,Naspers Limited N Shs Sponsored American Depositary Receipt Representing Class N Shares,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-15,NSRGY,Nestle SA Sponsored ADR Representing Registered Shares Series B,purchase,"$1,001 - $15,000",Donna Shalala,1550206800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-08-28,NSRGY,Nestle SA Sponsored ADR Representing Registered Shares Series B,sale_full,"$1,001 - $15,000",Donna Shalala,1566964800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,NVCR,NovoCure Limited - Ordinary Shares,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-19,NVCR,NovoCure Limited - Ordinary Shares,purchase,"$1,001 - $15,000",Donna Shalala,1560916800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,NVZMY,Novozymes A/S Unsponsored American Depositary Receipt,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,DNOW,NOW Inc.,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,NTNX,"Nutanix, Inc. - Class A",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-08-28,OXY,Occidental Petroleum Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1566964800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-05,OXY,Occidental Petroleum Corporation,sale_partial,"$1,001 - $15,000",Donna Shalala,1549342800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-20,OXY,Occidental Petroleum Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1558324800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-09,OXM,"Oxford Industries, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1547010000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,OXM,"Oxford Industries, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-19,PACW,PacWest Bancorp,sale_full,"$1,001 - $15,000",Donna Shalala,1560916800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-15,PGRE,"Paramount Group, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1557892800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PGRE,"Paramount Group, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-23,PGRE,"Paramount Group, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1548219600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-17,PKCOY,Park 24 Co Ltd Sponsored ADR,sale_partial,"$1,001 - $15,000",Donna Shalala,1558065600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-21,PKCOY,Park 24 Co Ltd Sponsored ADR,sale_full,"$1,001 - $15,000",Donna Shalala,1558411200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-06,PATK,"Patrick Industries, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1549429200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-20,PNGAY,Ping An Insurance,purchase,"$1,001 - $15,000",Donna Shalala,1553054400,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-18,PNGAY,Ping An Insurance,purchase,"$1,001 - $15,000",Donna Shalala,1552881600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-03,PNW,Pinnacle West Capital Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1554264000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-19,PNW,Pinnacle West Capital Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1552968000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PNW,Pinnacle West Capital Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PLNT,"Planet Fitness, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-19,PLNT,"Planet Fitness, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1552968000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-03,PLNT,"Planet Fitness, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1554264000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-16,PLNT,"Planet Fitness, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1555387200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PS,"Pluralsight, Inc. - Class A",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-19,PS,"Pluralsight, Inc. - Class A",purchase,"$1,001 - $15,000",Donna Shalala,1560916800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-30,PCH,PotlatchDeltic Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1556596800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PCH,PotlatchDeltic Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-15,PCH,PotlatchDeltic Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1550206800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,POWI,"Power Integrations, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PRA,ProAssurance Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-04,PRA,ProAssurance Corporation,purchase,"$1,001 - $15,000",Donna Shalala,1559620800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-15,PRGS,Progress Software Corporation,sale_partial,"$1,001 - $15,000",Donna Shalala,1557892800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PRGS,Progress Software Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-03,PUMP,ProPetro Holding Corp.,sale_full,"$1,001 - $15,000",Donna Shalala,1554264000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-19,PUMP,ProPetro Holding Corp.,sale_partial,"$1,001 - $15,000",Donna Shalala,1552968000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PB,"Prosperity Bancshares, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-06,PSB,"PS Business Parks, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1549429200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-03,PHM,"Pultegroup, Inc.",sale_partial,"$1,001 - $15,000",Donna Shalala,1554264000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,PHM,"Pultegroup, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-04,PHM,"Pultegroup, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1559620800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-15,PBYI,Puma Biotechnology Inc,sale_full,"$1,001 - $15,000",Donna Shalala,1557892800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-23,PBYI,Puma Biotechnology Inc,purchase,"$1,001 - $15,000",Donna Shalala,1548219600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-23,QGEN,Qiagen N.V. Common Shares,sale_partial,"$1,001 - $15,000",Donna Shalala,1548219600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-09,QGEN,Qiagen N.V. Common Shares,sale_full,"$1,001 - $15,000",Donna Shalala,1547010000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-06,QTS,"QTS Realty Trust, Inc. Class A",sale_full,"$1,001 - $15,000",Donna Shalala,1551848400,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-05-15,QTS,"QTS Realty Trust, Inc. Class A",purchase,"$1,001 - $15,000",Donna Shalala,1557892800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,QTS,"QTS Realty Trust, Inc. Class A",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,QRTEA,"Qurate Retail, Inc. - Series A",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,RDUS,"Radius Health, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-16,RDUS,"Radius Health, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1555387200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-03,RDUS,"Radius Health, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1554264000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-09,RL,Ralph Lauren Corporation,sale_partial,"$1,001 - $15,000",Donna Shalala,1547010000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-04,RL,Ralph Lauren Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1559620800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-30,RDFN,Redfin Corporation,sale_full,"$1,001 - $15,000",Donna Shalala,1556596800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-23,RCII,Rent-A-Center Inc.,purchase,"$1,001 - $15,000",Donna Shalala,1548219600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-03-19,RCII,Rent-A-Center Inc.,sale_full,"$1,001 - $15,000",Donna Shalala,1552968000,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,REXR,"Rexford Industrial Realty, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-30,REXR,"Rexford Industrial Realty, Inc.",purchase,"$1,001 - $15,000",Donna Shalala,1556596800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,RIO,Rio Tinto Plc,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-02-06,RGLD,"Royal gold, Inc.",sale_full,"$1,001 - $15,000",Donna Shalala,1549429200,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-01-23,RGLD,"Royal gold, Inc.",sale_partial,"$1,001 - $15,000",Donna Shalala,1548219600,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-06-24,SLB,Schlumberger N.V.,sale_full,"$1,001 - $15,000",Donna Shalala,1561348800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
2019-04-30,SCHN,"Schnitzer Steel Industries, Inc. - Class A",sale_full,"$1,001 - $15,000",Donna Shalala,1556596800,"Donna Shalala, E.","Donna Shalala, E.",Florida,Democratic,0,2,2,Donna Shalala,Donna Shalala,$3842907,$295249,7.68%,Raised over $100k,D
