transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y
2020-04-28,LVMHF,LVMH Moet Hennessy Louis Vuitton Ordinary Shares,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1588046400,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-20,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1587355200,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-27,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1587960000,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-28,MSCI,MSCI Inc,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1588046400,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-28,NDAQ,"Nasdaq, Inc.",sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1588046400,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-22,RHHBY,Roche Holdings Ag Basel American Depositary Shares,purchase,"$1,001 - $15,000",Donald Sternoff Beyer,1587528000,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-27,ROP,"Roper Technologies, Inc.",sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1587960000,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-27,SPLK,Splunk Inc.,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1587960000,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-27,SQ,"Square, Inc. Class A",sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1587960000,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-28,TGT,Target Corporation,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1588046400,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-27,TDOC,"Teladoc Health, Inc.",sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1587960000,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-28,TRNO,Terreno Realty Corporation,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1588046400,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-28,TJX,"TJX Companies, Inc.",sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1588046400,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-04-27,UNH,UnitedHealth Group Incorporated Common Stock,sale_full,"$1,001 - $15,000",Donald Sternoff Beyer,1587960000,Donald Beyer,Donald Beyer,Virginia,Democratic,0,6,6,Don Beyer,Don Beyer,$1729482,$116541,6.74%,Raised over $100k,D
2020-12-15,BXS,BancorpSouth Bank,sale_full,"$50,001 - $100,000","Neal Patrick MD, Facs Dunn",1608008400,Jennifer Dunn,Jennifer Dunn,Washington,Republican,0,12,12,Patrick Leahy,Patrick Leahy,$4794213,$89295,1.86%,Raised over $100k,D
2020-12-15,WFC$V,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cummulative Perpetual Class A Preferred Stock, Series V",sale_full,"$15,001 - $50,000","Neal Patrick MD, Facs Dunn",1608008400,Jennifer Dunn,Jennifer Dunn,Washington,Republican,0,12,12,Patrick Leahy,Patrick Leahy,$4794213,$89295,1.86%,Raised over $100k,D
2020-12-10,XOM,Exxon Mobil Corporation,purchase,"$1,001 - $15,000",Kevin Hern,1607576400,Kevin Hern,Kevin Hern,Oklahoma,Republican,0,3,3,Kevin Hern,Kevin Hern,$1094104,$41601,3.80%,Raised over $100k,R
2020-12-17,HD,"Home Depot, Inc.",purchase,"$1,001 - $15,000",Kevin Hern,1608181200,Kevin Hern,Kevin Hern,Oklahoma,Republican,0,3,3,Kevin Hern,Kevin Hern,$1094104,$41601,3.80%,Raised over $100k,R
2020-12-10,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Kevin Hern,1607576400,Kevin Hern,Kevin Hern,Oklahoma,Republican,0,3,3,Kevin Hern,Kevin Hern,$1094104,$41601,3.80%,Raised over $100k,R
2020-12-28,WMB,"Williams Companies, Inc.",purchase,"$1,001 - $15,000",Kevin Hern,1609131600,Kevin Hern,Kevin Hern,Oklahoma,Republican,0,3,3,Kevin Hern,Kevin Hern,$1094104,$41601,3.80%,Raised over $100k,R
2021-03-01,MS,Morgan Stanley,exchange,"$15,001 - $50,000",Debbie Dingell,1614574800,Debbie Dingell,Debbie Dingell,Michigan,Democratic,0,6,6,Debbie Dingell,Debbie Dingell,$1630498,$110064,6.75%,Raised over $100k,D
2021-03-02,PEP,Pepsico Inc,purchase,"$1,001 - $15,000",Debbie Dingell,1614661200,Debbie Dingell,Debbie Dingell,Michigan,Democratic,0,6,6,Debbie Dingell,Debbie Dingell,$1630498,$110064,6.75%,Raised over $100k,D
2021-02-16,BABA,Alibaba Group Holdings Limited ADR each rep 8 ordinary shares,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1613451600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-23,BABA,Alibaba Group Holdings Limited ADR each rep 8 ordinary shares,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614056400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-25,BABA,Alibaba Group Holdings Limited ADR each rep 8 ordinary shares,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614229200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-05,ALLY,Ally Financial Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,1612501200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-17,GOOG,Alphabet Inc Class C Capital Stock,purchase,"$1,001 - $15,000",Josh Gottheimer,1613538000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-11,MO,Altria Group In,sale_full,"$15,001 - $50,000",Josh Gottheimer,1613019600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-22,BKNG,Booking Holdings Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,1613970000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-16,SAM,Boston Beer Company Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,1613451600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-09,SCHW,Charles Schwab Corporation,purchase,"$1,001 - $15,000",Josh Gottheimer,1612846800,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-05,CSGP,CoStar Group Inc,sale_full,"$1,001 - $15,000",Josh Gottheimer,1612501200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-23,EBS,Emergent Biosolutions Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614056400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-23,EQIX,Equinix Inc,sale_full,"$1,001 - $15,000",Josh Gottheimer,1614056400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,GRUB,GrubHub Inc,sale_full,"$1,001 - $15,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-09,HD,Home Depot Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1612846800,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-23,HD,Home Depot Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614056400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-24,HUBS,HubSpot Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,1614142800,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-23,ISRG,Intuitive Surgical Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614056400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-04,LUKOY,Lukoil Co Sponsored ADR,purchase,"$1,001 - $15,000",Josh Gottheimer,1612414800,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-09,LULU,luluemon athletica inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1612846800,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-16,MELI,MercadoLibre Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,1613451600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-25,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614229200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,sale_full,"$1,000,001 - $5,000,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,sale_full,"$250,001 - $500,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,sale_full,"$1,000,001 - $5,000,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,purchase,"$1,000,001 - $5,000,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,purchase,"$1,000,001 - $5,000,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,purchase,"$250,001 - $500,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,MSFT,Microsoft Corporation,sale_partial,"$15,001 - $50,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-25,MDB,MongoDB Inc - Class A,purchase,"$1,001 - $15,000",Josh Gottheimer,1614229200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-23,MS,Morgan Stanley,purchase,"$1,001 - $15,000",Josh Gottheimer,1614056400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-25,NFLX,Netflix Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614229200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-26,OCFC,OceanFirst Financial Corp,purchase,"$1,001 - $15,000",Josh Gottheimer,1614315600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-25,OLLI,Ollies Bargain Outlet Holdings,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614229200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-24,ROP,Roper Technologies Inc,sale_full,"$1,001 - $15,000",Josh Gottheimer,1614142800,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-10,SPGI,S&P Global Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1612933200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-12,CRM,Salesforce.com Inc,sale_full,"$1,001 - $15,000",Josh Gottheimer,1613106000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-17,SHOP,Shopify Inc Class A subordinate voting shares,purchase,"$1,001 - $15,000",Josh Gottheimer,1613538000,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-26,SLAB,Silicon Laboratories Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1614315600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-05,SYF,Synchrony Financial,purchase,"$1,001 - $15,000",Josh Gottheimer,1612501200,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-03,TSM,Taiwan Semiconductor Company,sale_partial,"$1,001 - $15,000",Josh Gottheimer,1612328400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-16,TPR,Tapestry Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,1613451600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-23,BX,The Blackstone Group In Class A,purchase,"$1,001 - $15,000",Josh Gottheimer,1614056400,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-24,TWLO,Twilio Inc Class A,purchase,"$1,001 - $15,000",Josh Gottheimer,1614142800,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-16,UBER,Uber Technologies Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,1613451600,Josh Gottheimer,Josh Gottheimer,New Jersey,Democratic,0,4,4,Josh Gottheimer,Josh Gottheimer,$7694027,$184327,2.40%,Raised over $100k,D
2021-02-03,BABA,Alibaba Group Holding Limited ADR each rep. 8 ordinary shares,sale_partial,"$1,001 - $15,000",James R. Langevin,1612328400,"James Langevin, R.","James Langevin, R.",Rhode Island,Democratic,0,20,20,James Risch,James Risch,$3321170,$398778,12.01%,Raised over $100k,R
2021-02-09,GNRC,Generac Holdings Inc,purchase,"$100,001 - $250,000",James R. Langevin,1612846800,"James Langevin, R.","James Langevin, R.",Rhode Island,Democratic,0,20,20,James Risch,James Risch,$3321170,$398778,12.01%,Raised over $100k,R
2021-02-09,GNRC,Generac Holdings Inc,sale_full,"$1,001 - $15,000",James R. Langevin,1612846800,"James Langevin, R.","James Langevin, R.",Rhode Island,Democratic,0,20,20,James Risch,James Risch,$3321170,$398778,12.01%,Raised over $100k,R
2021-02-08,PYPL,PayPal Holdings Inc,sale_full,"$100,001 - $250,000",James R. Langevin,1612760400,"James Langevin, R.","James Langevin, R.",Rhode Island,Democratic,0,20,20,James Risch,James Risch,$3321170,$398778,12.01%,Raised over $100k,R
2021-02-22,SQ,Square Inc Class A,purchase,"$1,001 - $15,000",James R. Langevin,1613970000,"James Langevin, R.","James Langevin, R.",Rhode Island,Democratic,0,20,20,James Risch,James Risch,$3321170,$398778,12.01%,Raised over $100k,R
2021-03-12,HOLX,Hologic Inc,sale_full,"$1,001 - $15,000",Tom Malinowski,1615525200,Tom Malinowski,Tom Malinowski,New Jersey,Democratic,0,2,2,Tom Malinowski,Tom Malinowski,$7414403,$867575,11.70%,Raised over $100k,D
2021-03-14,QDEL,Quidel Corporation,sale_full,"$1,001 - $15,000",Tom Malinowski,1615698000,Tom Malinowski,Tom Malinowski,New Jersey,Democratic,0,2,2,Tom Malinowski,Tom Malinowski,$7414403,$867575,11.70%,Raised over $100k,D
2020-05-14,DOX,Amdocs Limited - Ordinary Shares,sale_partial,"$1,001 - $15,000",Lois Frankel,1589428800,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-27,BLUE,"Bluebird bio, Inc.",purchase,"$1,001 - $15,000",Lois Frankel,1587960000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-27,BR,"Broadridge Financial Solutions, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,1587960000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-05-14,DEO,Diageo plc,purchase,"$1,001 - $15,000",Lois Frankel,1589428800,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-30,ETR,Entergy Corporation,purchase,"$1,001 - $15,000",Lois Frankel,1588219200,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-27,FRC,FIRST REPUBLIC BANK,sale_partial,"$1,001 - $15,000",Lois Frankel,1587960000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-05-13,FISV,"Fiserv, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,1589342400,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-27,FLIR,"FLIR Systems, Inc.",purchase,"$1,001 - $15,000",Lois Frankel,1587960000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-22,MMC,"Marsh & MCLENNAN Companies, Inc.",purchase,"$1,001 - $15,000",Lois Frankel,1587528000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-27,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,1587960000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-05-06,PM,Philip Morris International Inc,sale_partial,"$1,001 - $15,000",Lois Frankel,1588737600,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-04-27,ZBH,"Zimmer Biomet Holdings, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,1587960000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2020-05-18,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,1589774400,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-18,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,1589774400,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-20,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 -",Alan S. Lowenthal,1589947200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-20,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,1589947200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-15,BLK,"BlackRock, Inc.",sale_partial,"$1,001 -",Alan S. Lowenthal,1589515200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-18,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 -",Alan S. Lowenthal,1589774400,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-18,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 -",Alan S. Lowenthal,1589774400,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-20,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 -",Alan S. Lowenthal,1589947200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-05-20,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 -",Alan S. Lowenthal,1589947200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-11-20,RBCAA,"Republic Bancorp, Inc. - Class A",sale_full,"$1,001 - $15,000",James Comer,1605848400,James Comer,James Comer,Kentucky,Republican,0,5,5,James Comer,James Comer,$736116,$9223,1.25%,Raised over $100k,R
2020-12-17,RAD,Rite Aid Corporation,sale_full,"$1,001 - $15,000",James Comer,1608181200,James Comer,James Comer,Kentucky,Republican,0,5,5,James Comer,James Comer,$736116,$9223,1.25%,Raised over $100k,R
2020-12-10,WORK,"Slack Technologies, Inc. Class A",sale_full,"$1,001 - $15,000",James Comer,1607576400,James Comer,James Comer,Kentucky,Republican,0,5,5,James Comer,James Comer,$736116,$9223,1.25%,Raised over $100k,R
2020-12-17,TRUP,"Trupanion, Inc.",sale_partial,"$100,001 - $250,000",Bradley S. Schneider,1608181200,"Bradley Schneider, Scott","Bradley Schneider, Scott",Illinois,Democratic,0,6,6,Bradley Byrne,Bradley Byrne,$2908790,$109661,3.77%,Raised over $100k,R
2020-08-12,TRUP,"Trupanion, Inc.",sale_partial,"$250,001 - $500,000",Bradley S. Schneider,1597204800,"Bradley Schneider, Scott","Bradley Schneider, Scott",Illinois,Democratic,0,6,6,Bradley Byrne,Bradley Byrne,$2908790,$109661,3.77%,Raised over $100k,R
2020-12-17,TRUP,"Trupanion, Inc.",sale_partial,"$100,001 - $250,000",Bradley S. Schneider,1608181200,"Bradley Schneider, Scott","Bradley Schneider, Scott",Illinois,Democratic,0,6,6,Bradley Byrne,Bradley Byrne,$2908790,$109661,3.77%,Raised over $100k,R
2020-08-12,TRUP,"Trupanion, Inc.",sale_partial,"$250,001 - $500,000",Bradley S. Schneider,1597204800,"Bradley Schneider, Scott","Bradley Schneider, Scott",Illinois,Democratic,0,6,6,Bradley Byrne,Bradley Byrne,$2908790,$109661,3.77%,Raised over $100k,R
