,level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y,start,day_30,day_60,day_90,day_180,sp_start,sp_30,sp_60,sp_90,sp_180
9310,9310,2016-08-22,MCD,McDonald's Corp.,purchase,"$50,001 - $100,000",John Hoeven,1471838400,John Hoeven,John Hoeven,North Dakota,Republican,10,0,10,John Hoeven,John Hoeven,$4020075,$172840,4.30%,Raised over $100k,R,115.41999816894531,116.93000030517578,110.56999969482422,119.69000244140625,127.80000305175781,2182.639892578125,2163.1201171875,2141.340087890625,2202.93994140625,2351.159912109375
9311,9311,2016-07-07,ESRX,Express Scripts Holding Company,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1467864000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,76.55000305175781,76.37999725341797,72.72000122070312,70.05999755859375,68.79000091552734,2097.89990234375,2182.8701171875,2186.47998046875,2153.739990234375,2238.830078125
9312,9312,2016-07-07,HAS,Hasbro Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1467864000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,83.11000061035156,81.88999938964844,82.70999908447266,79.30000305175781,77.79000091552734,2097.89990234375,2182.8701171875,2186.47998046875,2153.739990234375,2238.830078125
9313,9313,2016-07-21,GILD,Gilead Sciences Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1469073600,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,87.23999786376953,81.0,81.77999877929688,74.29000091552734,73.06999969482422,2165.169921875,2183.8701171875,2139.760009765625,2141.159912109375,2274.639892578125
9314,9314,2016-07-07,WM,"Waste Management, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,1467864000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,67.29000091552734,65.97000122070312,64.6500015258789,62.279998779296875,70.91000366210938,2097.89990234375,2182.8701171875,2186.47998046875,2153.739990234375,2238.830078125
9315,9315,2016-07-29,FB,"Facebook, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,1469764800,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,123.94000244140625,126.54000091552734,129.22999572753906,130.99000549316406,129.3699951171875,2173.60009765625,2180.3798828125,2171.3701171875,2126.14990234375,2280.070068359375
9316,9316,2016-07-07,ESRX,Express Scripts Holding Company,sale_full,"$15,001 - $50,000",Sheldon Whitehouse,1467864000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,76.55000305175781,76.37999725341797,72.72000122070312,70.05999755859375,68.79000091552734,2097.89990234375,2182.8701171875,2186.47998046875,2153.739990234375,2238.830078125
9317,9317,2016-07-07,HAS,Hasbro Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1467864000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,83.11000061035156,81.88999938964844,82.70999908447266,79.30000305175781,77.79000091552734,2097.89990234375,2182.8701171875,2186.47998046875,2153.739990234375,2238.830078125
9318,9318,2016-07-21,GILD,Gilead Sciences Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1469073600,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,87.23999786376953,81.0,81.77999877929688,74.29000091552734,73.06999969482422,2165.169921875,2183.8701171875,2139.760009765625,2141.159912109375,2274.639892578125
9319,9319,2016-07-26,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,1469505600,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,24.167499542236328,27.00749969482422,28.177499771118164,28.897499084472656,30.0,2169.179931640625,2175.43994140625,2164.68994140625,2139.429931640625,2271.31005859375
9320,9320,2016-07-14,EMC,EMC Corporation,sale_full,"$1,001 - $15,000","Angus S King, Jr.",1468468800,Angus King,Angus King,Maine,Independent,8,0,8,Angus King,Angus King,$5380897,$659200,12.25%,Raised over $100k,I,11809.2001953125,10693.2998046875,10786.2998046875,9019.6103515625,10786.2998046875,2163.75,2184.050048828125,2127.02001953125,2132.97998046875,2268.89990234375
9321,9321,2016-07-12,BBU,Brookfield Business Partners L.,sale_full,"$1,001 - $15,000",James M Inhofe,1468296000,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,19.020000457763672,22.610000610351562,23.139999389648438,24.299999237060547,24.360000610351562,2152.139892578125,2175.489990234375,2127.81005859375,2139.179931640625,2276.97998046875
9322,9322,2016-08-08,ESRX,Express Scripts Holding Company,sale_full,"$50,001 - $100,000",James M Inhofe,1470628800,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,75.91000366210938,72.66999816894531,70.3499984741211,69.8499984741211,67.08999633789062,2180.889892578125,2186.159912109375,2160.77001953125,2139.56005859375,2297.419921875
9323,9323,2016-08-08,C,Citigroup Inc.,purchase,"$50,001 - $100,000",James M Inhofe,1470628800,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,45.959999084472656,47.47999954223633,49.06999969482422,49.90999984741211,57.7599983215332,2180.889892578125,2186.159912109375,2160.77001953125,2139.56005859375,2297.419921875
9324,9324,2016-08-08,BMY,Bristol-Myers Squibb Company,purchase,"$15,001 - $50,000",James M Inhofe,1470628800,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,60.29999923706055,56.56999969482422,55.04999923706055,53.15999984741211,50.779998779296875,2180.889892578125,2186.159912109375,2160.77001953125,2139.56005859375,2297.419921875
9325,9325,2014-12-03,KMI,"Kinder Morgan, Inc.",exchange,"$15,001 - $50,000",Timothy M Kaine,1417582800,Tim Kaine,Tim Kaine,Virginia,Democratic,8,0,8,Tim Kaine,Tim Kaine,$21833130,$2955324,13.54%,Raised over $100k,D,41.83000183105469,41.650001525878906,40.79999923706055,40.09000015258789,41.4900016784668,2074.330078125,2020.5799560546875,2041.510009765625,2044.1600341796875,2107.389892578125
9326,9326,2016-07-12,FTV,Fortive Corporation,sale_full,"$1,001 - $15,000",Susan M Collins,1468296000,"Susan Collins, M.","Susan Collins, M.",Maine,Republican,24,0,24,Susan Collins,Susan Collins,$29967118,$5858913,19.55%,Raised over $100k,R,42.3179931640625,42.21757507324219,42.30125427246094,40.99581527709961,45.079498291015625,2152.139892578125,2175.489990234375,2127.81005859375,2139.179931640625,2276.97998046875
9327,9327,2016-07-14,HSY,The Hershey Company,sale_full,"$15,001 - $50,000",Susan M Collins,1468468800,"Susan Collins, M.","Susan Collins, M.",Maine,Republican,24,0,24,Susan Collins,Susan Collins,$29967118,$5858913,19.55%,Raised over $100k,R,108.08999633789062,111.47000122070312,96.01000213623047,96.43000030517578,103.88999938964844,2163.75,2184.050048828125,2127.02001953125,2132.97998046875,2268.89990234375
9328,9328,2016-08-04,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1470283200,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.75,15.229999542236328,14.489999771118164,12.34000015258789,12.960000038146973,2164.25,2179.97998046875,2150.489990234375,2085.179931640625,2280.89990234375
9330,9330,2016-08-01,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1470024000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.959999084472656,14.369999885559082,14.489999771118164,11.90999984741211,12.600000381469727,2170.840087890625,2176.1201171875,2151.1298828125,2111.719970703125,2294.68994140625
9333,9333,2016-07-29,WLK,Westlake Chemical Corp.,purchase,"$1,001 - $15,000","David A Perdue , Jr",1469764800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,45.7400016784668,51.27000045776367,51.380001068115234,51.790000915527344,64.08999633789062,2173.60009765625,2180.3798828125,2171.3701171875,2126.14990234375,2280.070068359375
9334,9334,2016-07-27,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1469592000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.950000762939453,17.309999465942383,16.940000534057617,16.190000534057617,18.25,2166.580078125,2172.469970703125,2146.10009765625,2133.0400390625,2271.31005859375
9335,9335,2016-07-27,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1469592000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.950000762939453,17.309999465942383,16.940000534057617,16.190000534057617,18.25,2166.580078125,2172.469970703125,2146.10009765625,2133.0400390625,2271.31005859375
9336,9336,2016-07-26,WLK,Westlake Chemical Corp.,purchase,"$1,001 - $15,000","David A Perdue , Jr",1469505600,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,45.75,50.66999816894531,50.29999923706055,51.2599983215332,61.029998779296875,2169.179931640625,2175.43994140625,2164.68994140625,2139.429931640625,2271.31005859375
9339,9339,2016-07-21,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1469073600,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.06999969482422,15.4399995803833,13.550000190734863,12.640000343322754,13.4399995803833,2165.169921875,2183.8701171875,2139.760009765625,2141.159912109375,2274.639892578125
9340,9340,2016-07-21,GM,General Motors Company,purchase,"$1,001 - $15,000","David A Perdue , Jr",1469073600,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,32.029998779296875,31.829999923706055,31.649999618530273,32.040000915527344,37.34000015258789,2165.169921875,2183.8701171875,2139.760009765625,2141.159912109375,2274.639892578125
9341,9341,2016-07-21,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1469073600,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.06999969482422,15.4399995803833,13.550000190734863,12.640000343322754,13.4399995803833,2165.169921875,2183.8701171875,2139.760009765625,2141.159912109375,2274.639892578125
9342,9342,2016-07-19,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1468900800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.389999389648438,14.40999984741211,14.020000457763672,12.369999885559082,13.4399995803833,2163.780029296875,2182.219970703125,2139.159912109375,2144.2900390625,2274.639892578125
9343,9343,2016-07-18,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1468814400,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.459999084472656,14.640000343322754,14.079999923706055,12.529999732971191,13.4399995803833,2166.889892578125,2178.14990234375,2147.260009765625,2139.60009765625,2274.639892578125
9344,9344,2016-07-18,WLK,Westlake Chemical Corp.,purchase,"$1,001 - $15,000","David A Perdue , Jr",1468814400,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,45.15999984741211,48.7400016784668,50.119998931884766,53.29999923706055,60.2400016784668,2166.889892578125,2178.14990234375,2147.260009765625,2139.60009765625,2274.639892578125
9345,9345,2016-07-15,PAA,"Plains All American Pipeline, L.P.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1468555200,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,29.0,29.3700008392334,27.190000534057617,32.470001220703125,31.920000076293945,2161.739990234375,2190.14990234375,2125.77001953125,2126.5,2268.89990234375
9346,9346,2016-07-15,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1468555200,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.260000228881836,14.529999732971191,14.020000457763672,12.380000114440918,12.899999618530273,2161.739990234375,2190.14990234375,2125.77001953125,2126.5,2268.89990234375
9347,9347,2016-07-15,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1468555200,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.260000228881836,14.529999732971191,14.020000457763672,12.380000114440918,12.899999618530273,2161.739990234375,2190.14990234375,2125.77001953125,2126.5,2268.89990234375
9349,9349,2016-07-14,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1468468800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.549999237060547,14.359999656677246,14.40999984741211,12.75,12.6899995803833,2163.75,2184.050048828125,2127.02001953125,2132.97998046875,2268.89990234375
9352,9352,2016-07-12,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1468296000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.709999084472656,13.90999984741211,14.609999656677246,13.109999656677246,12.539999961853027,2152.139892578125,2175.489990234375,2127.81005859375,2139.179931640625,2276.97998046875
9354,9354,2016-07-21,BLK,"BlackRock, Inc.",sale_partial,"$1,001 - $15,000",James M Inhofe,1469073600,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,359.5,372.04998779296875,365.7099914550781,345.54998779296875,379.3500061035156,2165.169921875,2183.8701171875,2139.760009765625,2141.159912109375,2274.639892578125
9355,9355,2016-07-21,BIIB,Biogen Inc.,sale_full,"$50,001 - $100,000",James M Inhofe,1469073600,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,282.45001220703125,316.80999755859375,307.04998779296875,290.6499938964844,284.75,2165.169921875,2183.8701171875,2139.760009765625,2141.159912109375,2274.639892578125
9356,9356,2016-07-08,COST,Costco Wholesale Corporation,sale_full,"$15,001 - $50,000",Pat Roberts,1467950400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,165.44000244140625,167.39999389648438,155.63999938964844,150.27999877929688,159.72999572753906,2129.89990234375,2180.889892578125,2186.159912109375,2163.659912109375,2257.830078125
9357,9357,2016-07-08,COST,Costco Wholesale Corporation,sale_full,"$15,001 - $50,000",Pat Roberts,1467950400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,165.44000244140625,167.39999389648438,155.63999938964844,150.27999877929688,159.72999572753906,2129.89990234375,2180.889892578125,2186.159912109375,2163.659912109375,2257.830078125
9358,9358,2015-08-17,SPY,SPDR S&amp;P 500 ETF,sale_full,"$50,001 - $100,000",Daniel S Sullivan,1439784000,W. Daniel,W. Daniel,Virginia,Democratic,0,20,20,Dan Sullivan,Dan Sullivan,$10472845,$884040,8.44%,Raised over $100k,R,210.58999633789062,200.17999267578125,202.35000610351562,205.47000122070312,186.6300048828125,2102.43994140625,1995.31005859375,2023.8599853515625,2050.43994140625,1864.780029296875
9359,9359,2015-07-15,AFTEX,American Funds Tax-Exempt Bond A,sale_partial,"$1,001 - $15,000",Daniel S Sullivan,1436932800,W. Daniel,W. Daniel,Virginia,Democratic,0,20,20,Dan Sullivan,Dan Sullivan,$10472845,$884040,8.44%,Raised over $100k,R,12.90999984741211,12.970000267028809,12.930000305175781,13.010000228881836,13.170000076293945,2107.39990234375,2083.389892578125,1953.030029296875,2023.8599853515625,1922.030029296875
9360,9360,2015-05-28,SPY,SPDR S&amp;P 500 ETF,sale_partial,"$15,001 - $50,000",Daniel S Sullivan,1432785600,W. Daniel,W. Daniel,Virginia,Democratic,0,20,20,Dan Sullivan,Dan Sullivan,$10472845,$884040,8.44%,Raised over $100k,R,212.4600067138672,209.82000732421875,209.3300018310547,199.27999877929688,209.07000732421875,2120.7900390625,2101.489990234375,2093.25,1988.8699951171875,2086.590087890625
9361,9361,2015-03-27,XLI,Industrial Select Sector SPDR ETF,sale_full,"$15,001 - $50,000",Daniel S Sullivan,1427428800,W. Daniel,W. Daniel,Virginia,Democratic,0,20,20,Dan Sullivan,Dan Sullivan,$10472845,$884040,8.44%,Raised over $100k,R,55.54999923706055,56.400001525878906,56.369998931884766,54.060001373291016,50.369998931884766,2061.02001953125,2114.760009765625,2120.7900390625,2063.110107421875,1942.739990234375
9362,9362,2015-01-28,SPY,SPDR S&amp;P 500 ETF,sale_partial,"$1,001 - $15,000",Daniel S Sullivan,1422421200,W. Daniel,W. Daniel,Virginia,Democratic,0,20,20,Dan Sullivan,Dan Sullivan,$10472845,$884040,8.44%,Raised over $100k,R,200.13999938964844,210.66000366210938,208.25,210.72000122070312,208.0,2002.1600341796875,2104.5,2086.239990234375,2108.2900390625,2079.64990234375
9363,9363,2015-01-28,IWD,iShares Russell 1000 Value,sale_partial,"$1,001 - $15,000",Daniel S Sullivan,1422421200,W. Daniel,W. Daniel,Virginia,Democratic,0,20,20,Dan Sullivan,Dan Sullivan,$10472845,$884040,8.44%,Raised over $100k,R,100.94000244140625,105.05999755859375,103.87000274658203,104.9000015258789,101.68000030517578,2002.1600341796875,2104.5,2086.239990234375,2108.2900390625,2079.64990234375
9364,9364,2015-01-28,XLI,Industrial Select Sector SPDR ETF,sale_partial,"$1,001 - $15,000",Daniel S Sullivan,1422421200,W. Daniel,W. Daniel,Virginia,Democratic,0,20,20,Dan Sullivan,Dan Sullivan,$10472845,$884040,8.44%,Raised over $100k,R,54.84000015258789,57.4900016784668,56.33000183105469,56.33000183105469,52.900001525878906,2002.1600341796875,2104.5,2086.239990234375,2108.2900390625,2079.64990234375
9365,9365,2016-07-15,WMT,Wal-Mart Stores Inc.,sale_partial,"$1,001 - $15,000",William Cassidy,1468555200,Bill Cassidy,Bill Cassidy,Louisiana,Republican,6,6,12,Bill Cassidy,Bill Cassidy,$11304150,$640547,5.67%,Raised over $100k,R,73.66999816894531,73.31999969482422,71.5199966430664,68.22000122070312,68.2300033569336,2161.739990234375,2190.14990234375,2125.77001953125,2126.5,2268.89990234375
9366,9366,2016-07-15,SO,Southern Company,sale_partial,"$1,001 - $15,000",William Cassidy,1468555200,Bill Cassidy,Bill Cassidy,Louisiana,Republican,6,6,12,Bill Cassidy,Bill Cassidy,$11304150,$640547,5.67%,Raised over $100k,R,53.630001068115234,51.4900016784668,51.349998474121094,50.689998626708984,48.380001068115234,2161.739990234375,2190.14990234375,2125.77001953125,2126.5,2268.89990234375
9367,9367,2016-07-15,PG,The Procter &amp; Gamble Company,sale_partial,"$1,001 - $15,000",William Cassidy,1468555200,Bill Cassidy,Bill Cassidy,Louisiana,Republican,6,6,12,Bill Cassidy,Bill Cassidy,$11304150,$640547,5.67%,Raised over $100k,R,86.01000213623047,87.0199966430664,87.01000213623047,87.83000183105469,83.48999786376953,2161.739990234375,2190.14990234375,2125.77001953125,2126.5,2268.89990234375
9368,9368,2016-07-15,T,"AT&amp;T, Inc.",sale_partial,"$1,001 - $15,000",William Cassidy,1468555200,Bill Cassidy,Bill Cassidy,Louisiana,Republican,6,6,12,Bill Cassidy,Bill Cassidy,$11304150,$640547,5.67%,Raised over $100k,R,42.88999938964844,43.02000045776367,39.88999938964844,39.27000045776367,40.810001373291016,2161.739990234375,2190.14990234375,2125.77001953125,2126.5,2268.89990234375
9370,9370,2016-07-25,AMG,Affiliated Managers Group Inc.,purchase,"$1,001 - $15,000",John F Reed,1469419200,"John Baldacci, Elias","John Baldacci, Elias",Maine,Democratic,0,8,8,John Kennedy,John Kennedy,$13360198,$1316040,9.85%,Raised over $100k,R,144.39999389648438,143.64999389648438,147.2899932861328,141.77000427246094,143.49000549316406,2168.47998046875,2186.89990234375,2177.179931640625,2143.159912109375,2271.31005859375
9371,9371,2016-07-25,ZBH,"Zimmer Biomet Holdings, Inc.",sale_partial,"$1,001 - $15,000",John F Reed,1469419200,"John Baldacci, Elias","John Baldacci, Elias",Maine,Democratic,0,8,8,John Kennedy,John Kennedy,$13360198,$1316040,9.85%,Raised over $100k,R,123.3499984741211,129.77000427246094,128.8699951171875,125.58999633789062,113.6500015258789,2168.47998046875,2186.89990234375,2177.179931640625,2143.159912109375,2271.31005859375
9372,9372,2016-07-25,PEP,"Pepsico, Inc.",sale_partial,"$1,001 - $15,000",John F Reed,1469419200,"John Baldacci, Elias","John Baldacci, Elias",Maine,Democratic,0,8,8,John Kennedy,John Kennedy,$13360198,$1316040,9.85%,Raised over $100k,R,109.0199966430664,107.87999725341797,107.81999969482422,107.2300033569336,103.23999786376953,2168.47998046875,2186.89990234375,2177.179931640625,2143.159912109375,2271.31005859375
9373,9373,2016-07-25,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",John F Reed,1469419200,"John Baldacci, Elias","John Baldacci, Elias",Maine,Democratic,0,8,8,John Kennedy,John Kennedy,$13360198,$1316040,9.85%,Raised over $100k,R,56.72999954223633,57.88999938964844,57.81999969482422,60.9900016784668,62.7400016784668,2168.47998046875,2186.89990234375,2177.179931640625,2143.159912109375,2271.31005859375
9375,9375,2016-07-25,AMG,Affiliated Managers Group Inc.,purchase,"$1,001 - $15,000",John F Reed,1469419200,"John Baldacci, Elias","John Baldacci, Elias",Maine,Democratic,0,8,8,John Kennedy,John Kennedy,$13360198,$1316040,9.85%,Raised over $100k,R,144.39999389648438,143.64999389648438,147.2899932861328,141.77000427246094,143.49000549316406,2168.47998046875,2186.89990234375,2177.179931640625,2143.159912109375,2271.31005859375
9376,9376,2016-07-25,ZBH,"Zimmer Biomet Holdings, Inc.",sale_partial,"$1,001 - $15,000",John F Reed,1469419200,"John Baldacci, Elias","John Baldacci, Elias",Maine,Democratic,0,8,8,John Kennedy,John Kennedy,$13360198,$1316040,9.85%,Raised over $100k,R,123.3499984741211,129.77000427246094,128.8699951171875,125.58999633789062,113.6500015258789,2168.47998046875,2186.89990234375,2177.179931640625,2143.159912109375,2271.31005859375
9377,9377,2016-07-25,PEP,"Pepsico, Inc.",sale_partial,"$1,001 - $15,000",John F Reed,1469419200,"John Baldacci, Elias","John Baldacci, Elias",Maine,Democratic,0,8,8,John Kennedy,John Kennedy,$13360198,$1316040,9.85%,Raised over $100k,R,109.0199966430664,107.87999725341797,107.81999969482422,107.2300033569336,103.23999786376953,2168.47998046875,2186.89990234375,2177.179931640625,2143.159912109375,2271.31005859375
9378,9378,2016-06-13,F,Ford Motor Co.,purchase,"$1,001 - $15,000",Shelley M Capito,1465790400,"Shelley Capito, Moore","Shelley Capito, Moore",West Virginia,Republican,6,14,20,Shelley Moore Capito,Shelley Moore Capito,$5749615,$382825,6.66%,Raised over $100k,R,12.979999542236328,13.479999542236328,12.3100004196167,12.140000343322754,13.170000076293945,2079.06005859375,2152.429931640625,2185.7900390625,2125.77001953125,2259.530029296875
9379,9379,2016-06-28,PRU,"Prudential Financial, Inc.",purchase,"$50,001 - $100,000",John Hoeven,1467086400,John Hoeven,John Hoeven,North Dakota,Republican,10,0,10,John Hoeven,John Hoeven,$4020075,$172840,4.30%,Raised over $100k,R,68.69999694824219,75.7699966430664,77.56999969482422,79.97000122070312,106.19999694824219,2036.0899658203125,2170.06005859375,2169.0400390625,2151.1298828125,2263.7900390625
9380,9380,2016-06-28,MCD,McDonald's Corp.,purchase,"$50,001 - $100,000",John Hoeven,1467086400,John Hoeven,John Hoeven,North Dakota,Republican,10,0,10,John Hoeven,John Hoeven,$4020075,$172840,4.30%,Raised over $100k,R,118.5,119.41999816894531,114.44000244140625,114.79000091552734,123.13999938964844,2036.0899658203125,2170.06005859375,2169.0400390625,2151.1298828125,2263.7900390625
9381,9381,2016-06-28,IVZ,Invesco Ltd.,purchase,"$50,001 - $100,000",John Hoeven,1467086400,John Hoeven,John Hoeven,North Dakota,Republican,10,0,10,John Hoeven,John Hoeven,$4020075,$172840,4.30%,Raised over $100k,R,23.989999771118164,28.920000076293945,30.8799991607666,30.440000534057617,30.860000610351562,2036.0899658203125,2170.06005859375,2169.0400390625,2151.1298828125,2263.7900390625
9382,9382,2016-06-14,PG,The Procter &amp; Gamble Company,sale_partial,"$15,001 - $50,000",Patrick J Toomey,1465876800,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,83.3499984741211,85.87000274658203,87.04000091552734,88.05999755859375,84.37000274658203,2075.320068359375,2163.75,2184.050048828125,2147.260009765625,2259.530029296875
9383,9383,2016-07-08,DISCA,"Discovery Communications, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467950400,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,25.6200008392334,26.200000762939453,25.06999969482422,27.040000915527344,27.959999084472656,2129.89990234375,2180.889892578125,2186.159912109375,2163.659912109375,2257.830078125
9385,9385,2016-07-06,MPLX,MPLX LP,sale_partial,"$50,001 - $100,000","David A Perdue , Jr",1467777600,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,31.600000381469727,33.27000045776367,33.5,31.639999389648438,34.619998931884766,2099.72998046875,2164.25,2179.97998046875,2160.77001953125,2238.830078125
9386,9386,2016-07-06,ETP,"Energy Transfer Partners, L.P.",purchase,"$50,001 - $100,000","David A Perdue , Jr",1467777600,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,24.95330047607422,27.82670021057129,27.373300552368164,24.280000686645508,23.873300552368164,2099.72998046875,2164.25,2179.97998046875,2160.77001953125,2238.830078125
